"Genus_species";"Class";"Familly";"Genus";"Species";"Authority";"AphiaID";"Worms_url";"Fishbase_url";"English_name";"French_name";"nom_francais";"Comorian_name";"picture1_Fishbase";"picture2_Fishbase";"picture3_Fishbase";"picture4_Fishbase";"photos";"photos_origin";"Location_recorded";"Location_uncertainties";"Ref_location";"description";"Reef_associated";"Reef_associated_ref";"Size";"Size_ref";"Mobility";"Mobility_ref";"Activity";"Activity_ref";"Schooling";"Schooling_ref";"Position";"Position_ref";"Diet";"Diet_ref";"Diet_Fishbase";"Food.names_Fishbase";"Trophic.level_Fishbase";"BodyShape_Fishbase";"swimtype_Fishbase";"CommonLength_Fishbase";"Length_Fishbase";"MaxLengthTL_Fishbase";"TLObserved_Fishbase";"Weight_Fishbase";"LongevityWild_Fishbase";"AgeMax_Fishbase";"Vulnerability_Fishbase";"a";"b";"a.b_ref";"K";"K_ref";"DepthMin_Fishbase";"DepthMax_Fishbase";"TempPrefMin_Fishbase";"TempPrefMean_Fishbase";"TempPrefMax_Fishbase"
"151";"Cephalopholis_aurantia";"Actinopterygii";"Serranidae";"Cephalopholis";"aurantia";"Valenciennes, 1828";218177;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=218177";"https://www.fishbase.us/summary/Cephalopholis-aurantia.html";"Golden hind";NA;NA;"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Ceaur_u2.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Ceaur_u4.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Ceaur_u1.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Ceaur_u3.jpg";NA;"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"50.1-80cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"sedentary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"both_diurnal_and_nocturnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"solitary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"piscivorous";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"nekton/finfish/bony_fish_:_1;zoobenthos/benth._crust./other_benth._crustaceans_:_1";"unspecified_finfishes ; unspecified_crustaceans";3.98;"fusiform / normal";"NA";30;60;60;0;NA;NA;NA;48.76;0.0123027;3.04;NA;0.18;NA;40;300;13.1;19.1;25
"152";"Cephalopholis_boenak";"Actinopterygii";"Serranidae";"Cephalopholis";"boenak";"Bloch, 1790";218182;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=218182";"https://www.fishbase.us/summary/Cephalopholis-boenak.html";"Chocolate hind";"Vielle chocolat";NA;"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Ceboe_j0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Ceboe_u0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Ceboe_u9.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Ceboe_u6.jpg";"190";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"30.1-50cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"sedentary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"both_diurnal_and_nocturnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"solitary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"piscivorous";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"zoobenthos/benth._crust./other_benth._crustaceans_:_2;nekton/finfish/bony_fish_:_1";"unspecified_finfishes ; unidentified ; unspecified_crustaceans";4.07;"fusiform / normal";"NA";NA;30;30;0;NA;11;11;31.04;0.0128825;3.04;NA;0.35;NA;1;64;24.7;28.1;29.1
"153";"Cephalopholis_leopardus";"Actinopterygii";"Serranidae";"Cephalopholis";"leopardus";NA;218185;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=218185";"https://www.fishbase.us/summary/Cephalopholis-leopardus.html";"Leopard hind";NA;NA;"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Celeo_u6.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Celeo_u7.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Celeo_u3.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Celeo_u1.jpg";"749,603";"collected_internet";"Mayotte";NA;"Wickel et al 2014";"couleur rouge vif + tache rose tache noire sur le haut du pedoncule ligne rouge sur caudale";"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"15.1-30cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"sedentary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"both_diurnal_and_nocturnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"solitary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"piscivorous";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"nekton/finfish/bony_fish_:_1;zoobenthos/benth._crust./other_benth._crustaceans_:_1";"unspecified_finfishes ; unspecified_crustaceans";4.01;"fusiform / normal";"NA";NA;24;24;0;NA;NA;NA;28.08;0.011749;3.04;NA;0.43;NA;1;40;26.6;28.1;29
"154";"Cephalopholis_miniata";"Actinopterygii";"Serranidae";"Cephalopholis";"miniata";NA;218184;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=218184";"https://www.fishbase.us/summary/Cephalopholis-miniata.html";"Coral cod";"Ananas batard";NA;"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Cemin_u5.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Cemin_ua.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Cesex_u3.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Cemin_u0.jpg";"477,476,123";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"30.1-50cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"sedentary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"both_diurnal_and_nocturnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"solitary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"piscivorous";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"nekton/finfish/bony_fish_:_3;zoobenthos/benth._crust./other_benth._crustaceans_:_1;nekton/finfish/other_finfish_:_1;zoobenthos/benth._crust./shrimps_or_prawns_:_1";"Apogon_spp. ; Anthias_ap. ; Canthigaster_margaritata ; Stenophus_sp. ; unspecified_finfishes ; unspecified_crustaceans";4.29;"fusiform / normal";"NA";NA;50;50;0;NA;NA;NA;65.12;0.0107152;3.06;NA;0.22;NA;2;150;23.7;27.8;29
"155";"Cephalopholis_nigripinnis";"Actinopterygii";"Serranidae";"Cephalopholis";"nigripinnis";"Valenciennes, 1828";313075;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=313075";"https://www.fishbase.us/summary/Cephalopholis-nigripinnis.html";"NA";"NA";"Vieille aile noire";"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Cenig_ub.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Cenig_ua.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Ceuro_u0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Ceuro_u3.jpg";"750,738,607";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;NA;"to.verify.probably.fishbase";"15.1-30cm";"to.verify.probably.fishbase";"mobile_within_a_reef";"to.verify.probably.fishbase";"both_diurnal_and_nocturnal";"to.verify.probably.fishbase";"solitary";"to.verify.probably.fishbase";"benthic";"to.verify.probably.fishbase";"piscivorous";"to.verify.probably.fishbase";NA;"NA";4.03;"fusiform / normal";"NA";NA;28;28;0;NA;NA;NA;30.82;0.0123027;3.04;NA;0.37;NA;0;60;26.1;27.7;29.2
"156";"Cephalopholis_polleni";"Actinopterygii";"Serranidae";"Cephalopholis";"polleni";"Bleeker, 1868";218175;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=218175";"https://www.fishbase.us/summary/Cephalopholis-polleni.html";"Harlequin hind";"Indienne";"Vieille arlequin";"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Cepol_u0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Cepol_u2.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Cepol_u1.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Cepol_u3.jpg";"604";"collected_internet";"Mayotte";NA;"Wickel et al 2014";"jaune avec des traits violet de la tete a la queue";"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"30.1-50cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"sedentary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"both_diurnal_and_nocturnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"solitary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"piscivorous";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";NA;"NA";4.19;"fusiform / normal";"NA";NA;43;43;0;NA;NA;NA;37.06;0.0123027;3.04;NA;0.25;NA;10;120;20.7;26.5;28.2
"157";"Cephalopholis_sexmaculata";"Actinopterygii";"Serranidae";"Cephalopholis";"sexmaculata";NA;218189;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=218189";"https://www.fishbase.us/summary/Cephalopholis-sexmaculata.html";"Sixspot grouper";NA;NA;"Bandama";"http://www.fishbase.org/images/thumbnails/jpg/tn_Cesex_u0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Cesex_u1.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Cesex_u4.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Cesex_u6.jpg";"605";"collected_internet";"Mayotte";NA;"Wickel et al 2014";"robe rouge avec points bleu sur tt le corp a l'exception de la partie ventrale. Sur la tete les points bleu peuvent faire des lignes bandes verticales sombres sur le dos";"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"50.1-80cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"sedentary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"both_diurnal_and_nocturnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"solitary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"piscivorous";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"zoobenthos/benth._crust./other_benth._crustaceans_:_2;nekton/finfish/bony_fish_:_1;nekton/finfish/other_finfish_:_1";"unspecified_finfishes ; unspecified_crustaceans ; unspecified_fish";4;"fusiform / normal";"NA";NA;50;50;0;7000;NA;8;33.23;NA;NA;NA;0.22;NA;6;150;23.7;27.2;28.5
"158";"Cephalopholis_sonnerati";"Actinopterygii";"Serranidae";"Cephalopholis";"sonnerati";"Valenciennes, 1828";218183;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=218183";"https://www.fishbase.us/summary/Cephalopholis-sonnerati.html";"Tomato hind";"Vieille ananas";NA;"M'Voue";"http://www.fishbase.org/images/thumbnails/jpg/tn_Ceson_ud.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Ceson_uc.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Ceson_ua.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Ceson_u7.jpg";NA;"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"50.1-80cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"mobile_within_a_reef";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"both_diurnal_and_nocturnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"solitary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"piscivorous";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"zoobenthos/benth._crust./other_benth._crustaceans_:_2;nekton/finfish/bony_fish_:_1";"unspecified_finfishes ; unidentified ; unspecified_crustaceans";3.81;"fusiform / normal";"NA";30;57;57;0;NA;NA;NA;46.24;0.0128825;3.05;NA;0.19;NA;10;150;21.2;27.6;29
"159";"Cephalopholis_spiloparaea";"Actinopterygii";"Serranidae";"Cephalopholis";"spiloparaea";"Valenciennes, 1828";218180;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=218180";"https://www.fishbase.us/summary/Cephalopholis-spiloparaea.html";"Strawberry grouper";"Merou fraise";"Vieille fraise";"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Cespi_u0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Cespi_u4.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Cespi_u6.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Cespi_u1.jpg";"606";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"30.1-50cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"sedentary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"both_diurnal_and_nocturnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"solitary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"piscivorous";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";NA;"NA";4.05;"fusiform / normal";"NA";NA;30;30;0;NA;NA;7;29.46;0.0154882;3.07;NA;0.35;NA;15;108;21.2;26;28.1
"160";"Cetoscarus_ocellatus";"Actinopterygii";"Scaridae";"Cetoscarus";"ocellatus";"Valenciennes, 1840";712771;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=712771";"https://www.fishbase.us/summary/Cetoscarus-ocellatus.html";"Bicolour parrotfish";"NA";"Perroquet bicolore";"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Ceoce_u1.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Ceoce_m0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Ceoce_j0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Ceoce_u0.jpg";"195,176,16,0";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";">80cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"mobile_within_a_reef";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"diurnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"3_20_individuals";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"herbivorous-detritivorous";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";NA;"NA";2;"fusiform / normal";"NA";NA;80;97.6;0;NA;NA;21;59.05;0.0147911;3.02;NA;0.22;NA;1;30;24.6;28.2;29.3
"161";"Chaetodon_auriga";"Actinopterygii";"Chaetodontidae";"Chaetodon";"auriga";NA;218730;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=218730";"https://www.fishbase.us/summary/Chaetodon-auriga.html";"Threadfin butterflyfish";"Papillon jaune";"Chaetodon cocher";"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chaur_ul.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chaur_ue.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chaur_uv.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chaur_u3.jpg";"151";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"15.1-30cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"sedentary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"diurnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"pairing";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"invertivorous-targeting-mobile-invertebrate";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"zoobenthos/other_benth._invertebrates/other_benth._invertebrates_:_2;zoobenthos/mollusks/other_mollusks_:_2;plants/other_plants/benthic_algae_or_weeds_:_1;zoobenthos/mollusks/gastropods_:_1;zoobenthos/cnidarians/hard_corals_:_1;plants/phytoplankton/other_";"unspecified_algae ; unidentified ; Alpheus_sp. ; Calcarina_sp. ; unspecified_benthic_invertebrates ; Phestilla_sibogae ; Phestilla_lugubris";3.69;"short and / or deep";"undulation of median or pectoral fins";NA;23;23;0;NA;NA;2;11.53;0.0251189;2.99;NA;1.5;NA;1;60;25.5;28;29
"162";"Chaetodon_bennetti";"Actinopterygii";"Chaetodontidae";"Chaetodon";"bennetti";"Cuvier, 1831";218735;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=218735";"https://www.fishbase.us/summary/Chaetodon-bennetti.html";"Bennett's butterflyfish";NA;"Chaetodon de Bennett";"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chben_u4.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chben_u3.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chben_u6.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chben_u2.jpg";"245";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"15.1-30cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"sedentary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"diurnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"pairing";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"invertivorous-targeting-sessile-invertebrates";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"zoobenthos/cnidarians/hard_corals_:_2;plants/other_plants/benthic_algae_or_weeds_:_1;zoobenthos/other_benth._invertebrates/other_benth._invertebrates_:_1";"unidentified ; unspecified_coral_polyps ; unspecified_benthic_invertebrates ; unspecified_algae";3.06;"short and / or deep";"undulation of median or pectoral fins";NA;20;20;0;NA;NA;NA;15.01;0.0223872;2.99;NA;0.9;NA;1;30;25.2;28.4;29.3
"163";"Chaetodon_dolosus";"Actinopterygii";"Chaetodontidae";"Chaetodon";"dolosus";"Ahl, 1923";218728;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=218728";"https://www.fishbase.se/summary/Chaetodon-dolosus.html";"African butterflyfish";"Chaetodon demi-deuil";"Papillon africain";"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chdol_u0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chdol_u1.jpg";"NA";"NA";NA;"collected_internet";"Maybe_Mayotte";"to_be_verified";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"plants/other_plants/benthic_algae_or_weeds_:_1;zoobenthos/other_benth._invertebrates/other_benth._invertebrates_:_1";"unspecified_benthic_invertebrates ; unspecified_algae";2.76;"short and / or deep";"undulation of median or pectoral fins";NA;15;15;0;NA;NA;NA;12.01;0.0234423;3.01;NA;1.18;NA;40;200;18.9;23.4;26
"164";"Chaetodon_falcula";"Actinopterygii";"Chaetodontidae";"Chaetodon";"falcula";"Bloch, 1795";218726;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=218726";"https://www.fishbase.us/summary/Chaetodon-falcula.html";"Saddled butterflyfish";NA;NA;"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chfal_u0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chfal_u5.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chfal_u4.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chfal_u1.jpg";"413";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"15.1-30cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"sedentary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"diurnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"3_20_individuals";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"invertivorous-targeting-mobile-invertebrate";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"plants/other_plants/benthic_algae_or_weeds_:_1;zoobenthos/other_benth._invertebrates/other_benth._invertebrates_:_1";"unspecified_benthic_invertebrates ; unspecified_algae";3.5;"short and / or deep";"undulation of median or pectoral fins";NA;20;20;0;NA;NA;NA;15.01;0.0234423;3.01;NA;0.9;NA;1;15;26.2;28.2;29.3
