"Genus_species";"Class";"Familly";"Genus";"Species";"Authority";"AphiaID";"Worms_url";"Fishbase_url";"English_name";"French_name";"nom_francais";"Comorian_name";"picture1_Fishbase";"picture2_Fishbase";"picture3_Fishbase";"picture4_Fishbase";"photos";"photos_origin";"Location_recorded";"Location_uncertainties";"Ref_location";"description";"Reef_associated";"Reef_associated_ref";"Size";"Size_ref";"Mobility";"Mobility_ref";"Activity";"Activity_ref";"Schooling";"Schooling_ref";"Position";"Position_ref";"Diet";"Diet_ref";"Diet_Fishbase";"Food.names_Fishbase";"Trophic.level_Fishbase";"BodyShape_Fishbase";"swimtype_Fishbase";"CommonLength_Fishbase";"Length_Fishbase";"MaxLengthTL_Fishbase";"TLObserved_Fishbase";"Weight_Fishbase";"LongevityWild_Fishbase";"AgeMax_Fishbase";"Vulnerability_Fishbase";"a";"b";"a.b_ref";"K";"K_ref";"DepthMin_Fishbase";"DepthMax_Fishbase";"TempPrefMin_Fishbase";"TempPrefMean_Fishbase";"TempPrefMax_Fishbase"
"575";"Plotosus_lineatus";"Actinopterygii";"Plotosidae";"Plotosus";"lineatus";"Thunberg, 1787";217659;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=217659";"https://www.fishbase.us/summary/Plotosus-lineatus.html";"Striped eel catfish";NA;NA;"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Pllin_uf.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Pllin_uc.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Pllin_u4.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Pllin_u1.jpg";NA;"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"30.1-50cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"mobile_within_a_reef";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"nocturnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"20_50_individuals";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"invertivorous-targeting-mobile-invertebrate";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"plants/other_plants/benthic_algae_or_weeds_:_1;nekton/finfish/bony_fish_:_1;detritus/detritus/debris_:_1;zoobenthos/worms/other_annelids_:_1;zoobenthos/benth._crust./other_benth._crustaceans_:_1;zoobenthos/other_benth._invertebrates/other_benth._invertebr";"unidentified ; unspecified_benthic_animals ; unspecified_algae ; unspecified_detritus";3.57;"fusiform / normal";"NA";25;32;32;0;NA;7;6.83;28.28;0.00954993;3.05;NA;0.45;NA;1;60;24.5;28.1;29.1
"576";"Poecilopsetta_natalensis";"Actinopterygii";"Pleuronectidae";"Poecilopsetta";"natalensis";"Norman, 1931";219817;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=219817";"https://www.fishbase.us/summary/Poecilopsetta-natalensis.html";"African righteye flounder";"NA";NA;"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Ponat_u0.jpg";"https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/300px-No_image_available.svg.png";"NA";"NA";NA;"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"zoobenthos/other_benth._invertebrates/other_benth._invertebrates_:_1";"unspecified_small_benthic_animals";3.5;"short and / or deep";"movements of body and/or caudal fin";NA;15;15;0;NA;NA;NA;25.42;0.0199526;3.01;NA;0.49;NA;250;450;11.5;13;14.7
"577";"Pogonoperca_ocellata";"Actinopterygii";"Serranidae";"Pogonoperca";"ocellata";NA;218269;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=218269";"https://www.fishbase.se/summary/Pogonoperca-ocellata.html";"Snowflake soapfish";"NA";"Poisson-savon";"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Pooce_u1.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Pooce_u0.jpg";"NA";"NA";"624";"collected_internet";"Maybe_Mayotte";"to_be_verified";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NA";3.98;"fusiform / normal";"NA";NA;30;30;0;NA;NA;NA;31.76;0.0125893;3.06;NA;0.35;NA;0;100;24.8;28;29
"578";"Polydactylus_sp.";"Actinopterygii";"Polynemidae";"Polydactylus";"sp.";NA;159849;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=159849";NA;"NA";"NA";NA;"NA";"https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/300px-No_image_available.svg.png";"https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/300px-No_image_available.svg.png";NA;NA;NA;"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NA";NA;"NA";"NA";NA;NA;200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"579";"Polymixia_sp.";"Actinopterygii";"Polymixiidae";"Polymixia";"sp.";"Lowe, 1836";126134;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=126134";NA;"NA";"NA";NA;"NA";"https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/300px-No_image_available.svg.png";"https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/300px-No_image_available.svg.png";NA;NA;NA;"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NA";NA;"NA";"NA";NA;NA;57.95;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"580";"Pomacanthus_chrysurus";"Actinopterygii";"Pomacanthidae";"Pomacanthus";"chrysurus";"Cuvier, 1831";220006;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=220006";"https://www.fishbase.us/summary/Pomacanthus-chrysurus.html";"Goldtail angelfish";"NA";NA;"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Pochr_j0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Pochr_u9.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Pochr_ua.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Pochr_u8.jpg";NA;"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"30.1-50cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"sedentary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"diurnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"solitary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"invertivorous-targeting-sessile-invertebrates";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"zoobenthos/sponges_or_tunicates/ascidians_:_1;plants/other_plants/benthic_algae_or_weeds_:_1;zoobenthos/sponges_or_tunicates/sponges_:_1";"unspecified_tunicates ; unspecified_sponges ; unspecified_algae";2.64;"short and / or deep";"NA";NA;33;40.26;0;NA;NA;NA;55.91;0.0275423;2.91;NA;0.14;NA;1;25;26;27.5;28.9
"581";"Pomacanthus_imperator";"Actinopterygii";"Pomacanthidae";"Pomacanthus";"imperator";"Bloch, 1787";220001;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=220001";"https://www.fishbase.us/summary/Pomacanthus-imperator.html";"Emperor angelfish";NA;"Poisson-ange Empereur";"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Poimp_j8.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Poimp_um.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Poimp_ui.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Poimp_u1.jpg";"86";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"30.1-50cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"sedentary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"diurnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"solitary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"invertivorous-targeting-sessile-invertebrates";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"zoobenthos/sponges_or_tunicates/ascidians_:_1;plants/other_plants/benthic_algae_or_weeds_:_1;zoobenthos/sponges_or_tunicates/sponges_:_1";"unspecified_sponges ; unspecified_tunicates ; unspecified_algae";2.7;"short and / or deep";"NA";NA;40;48.8;0;NA;14;44.04;67.79;0.0346737;2.92;NA;0.07;NA;1;100;24.6;27.9;29
"582";"Pomacanthus_semicirculatus";"Actinopterygii";"Pomacanthidae";"Pomacanthus";"semicirculatus";"Cuvier, 1831";220003;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=220003";"https://www.fishbase.us/summary/Pomacanthus-semicirculatus.html";"Semicircle angelfish";"Poisson ange bleu";NA;"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Posem_j2.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Posem_u8.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Posem_ud.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Posem_u1.jpg";"485";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"30.1-50cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"sedentary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"diurnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"solitary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"invertivorous-targeting-sessile-invertebrates";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"zoobenthos/sponges_or_tunicates/ascidians_:_1;plants/other_plants/benthic_algae_or_weeds_:_1;zoobenthos/sponges_or_tunicates/sponges_:_1";"uunspecified_algae ; unspecified_tunicates ; unspecified_sponges";2.69;"short and / or deep";"NA";NA;40;48.8;0;NA;NA;NA;64.59;0.0204174;2.91;NA;0.11;NA;1;40;24.7;27.8;29
"583";"Pomacentrus_agassizii";"Actinopterygii";"Pomacentridae";"Pomacentrus";"agassizii";"Bliss, 1883";277128;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=277128";"https://www.fishbase.us/summary/Pomacentrus-agassizii.html";"Creole damsel";"NA";NA;"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Poaga_u0.jpg";"https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/300px-No_image_available.svg.png";"NA";"NA";NA;"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"7.1-15cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"sedentary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"diurnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"3_20_individuals";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"planktivorous";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"plants/other_plants/benthic_algae_or_weeds_:_1;zooplankton/other_plank._invertebrates/other_plank._invertebrates_:_1";"unspecified_algae ; unspecified_zooplankton";2.7;"short and / or deep";"oscillation of median or pectoral fins";NA;11;11;0;NA;NA;NA;20.93;0.0229087;2.99;NA;0.68;NA;1;4;25.4;27.5;28.9
"584";"Pomacentrus_baenschi";"Actinopterygii";"Pomacentridae";"Pomacentrus";"baenschi";"Allen, 1991";212973;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=212973";"https://www.fishbase.us/summary/Pomacentrus-baenschi.html";"Baensch's damsel";"NA";"Demoiselle de Baensch";"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Pobae_u0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Pobae_u1.jpg";"NA";"NA";"576,575";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"7.1-15cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"sedentary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"diurnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"3_20_individuals";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"omnivorous";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";NA;"NA";2.66;"short and / or deep";"oscillation of median or pectoral fins";NA;10;10;0;NA;NA;NA;18.58;0.0229087;2.99;NA;0.75;NA;1;20;26.9;27.5;28
"585";"Pomacentrus_caeruleus";"Actinopterygii";"Pomacentridae";"Pomacentrus";"caeruleus";"Quoy & Gaimard, 1825";212993;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=212993";"https://www.fishbase.us/summary/Pomacentrus-caeruleus.html";"Blue pete";"NA";"Demoiselle bleue et jaune";"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Pocae_u4.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Pocae_u2.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Pocae_u0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Pocae_u6.jpg";"777,736";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"7.1-15cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"sedentary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"diurnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"3_20_individuals";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"planktivorous";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"plants/other_plants/benthic_algae_or_weeds_:_1;zooplankton/other_plank._invertebrates/other_plank._invertebrates_:_1";"unspecified_zooplankton ; unspecified_algae";2.7;"fusiform / normal";"oscillation of median or pectoral fins";NA;10;10;0;NA;NA;NA;18.58;0.0151356;2.95;NA;0.75;NA;1;20;25;28.1;29.3
"586";"Pomacentrus_pavo";"Actinopterygii";"Pomacentridae";"Pomacentrus";"pavo";"Bloch, 1787";212990;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=212990";"https://www.fishbase.us/summary/Pomacentrus-pavo.html";"Sapphire damsel";"NA";"Demoiselle saphir";"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Popav_u0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Popav_u1.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Popav_u3.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Popav_u5.jpg";"221,22";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"7.1-15cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"sedentary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"diurnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"20_50_individuals";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"bentho-pelagic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"planktivorous";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"zooplankton/plank._crust./plank._copepods_:_2;zoobenthos/benth._crust./benth._copepods_:_1;plants/other_plants/benthic_algae_or_weeds_:_1;zooplankton/fish_(early_stages)/fish_eggs_or_larvae_:_1;zooplankton/plank._crust./mysids_:_1;zooplankton/plank._crust";"unidentified";3.02;"short and / or deep";"oscillation of median or pectoral fins";NA;8.5;10.37;0;NA;NA;NA;20.13;0.0199526;2.95;NA;0.72;NA;1;18;25.2;28.5;29.3
"587";"Pomacentrus_philippinus";"Actinopterygii";"Pomacentridae";"Pomacentrus";"philippinus";"Evermann & Seale, 1907";277164;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=277164";"https://www.fishbase.us/summary/Pomacentrus-philippinus.html";"Philippine damsel";"NA";NA;"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Pophi_u0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Pophi_u3.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Pophi_u2.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Pophi_u4.jpg";NA;"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"7.1-15cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"sedentary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"diurnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"20_50_individuals";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"bentho-pelagic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"planktivorous";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"plants/other_plants/benthic_algae_or_weeds_:_1;zooplankton/other_plank._invertebrates/other_plank._invertebrates_:_1";"unspecified_zooplankton ; unspecified_algae";2.67;"fusiform / normal";"oscillation of median or pectoral fins";NA;10;11.1;0;NA;NA;NA;21.31;0.018197;2.96;NA;0.68;NA;1;12;25.3;28.4;29.3
"588";"Pomacentrus_pikei";"Actinopterygii";"Pomacentridae";"Pomacentrus";"pikei";"Bliss, 1883";212981;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=212981";"https://www.fishbase.us/summary/Pomacentrus-pikei.html";"Blacklip damsel";"NA";NA;"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Popik_u0.jpg";"https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/300px-No_image_available.svg.png";"NA";"NA";NA;"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"7.1-15cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"sedentary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"diurnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"20_50_individuals";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"bentho-pelagic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"omnivorous";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"plants/other_plants/benthic_algae_or_weeds_:_1;zooplankton/other_plank._invertebrates/other_plank._invertebrates_:_1";"unspecified_algae ; unspecified_zooplankton";2.68;"short and / or deep";"oscillation of median or pectoral fins";NA;11;11;0;NA;NA;NA;20.93;0.0229087;2.99;NA;0.68;NA;1;6;25.4;27.1;27.9
"589";"Pomacentrus_sulfureus";"Actinopterygii";"Pomacentridae";"Pomacentrus";"sulfureus";"Klunzinger, 1871";212964;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=212964";"https://www.fishbase.us/summary/Pomacentrus-sulfureus.html";"Sulfur damsel";"NA";"Demoiselle soufre";"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Posul_u1.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Posul_u4.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Posul_u2.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Posul_u3.jpg";"166";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"7.1-15cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"sedentary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"diurnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"3_20_individuals";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"omnivorous";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";NA;"NA";2.63;"fusiform / normal";"oscillation of median or pectoral fins";NA;11;11;0;NA;NA;NA;20.93;0.0131826;2.98;NA;0.68;NA;1;5;26.3;27.5;29.2
"590";"Pomacentrus_trichrourus";"Actinopterygii";"Pomacentridae";"Pomacentrus";"trichrourus";NA;310389;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=310389";"https://www.fishbase.us/summary/Pomacentrus-trichrourus.html";"Pailtail damsel";"NA";NA;"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Potri_u5.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Potri_j1.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Potri_ud.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Potri_u2.jpg";"578,577";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"7.1-15cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"sedentary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"diurnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"3_20_individuals";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"omnivorous";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"plants/other_plants/benthic_algae_or_weeds_:_1;zooplankton/other_plank._invertebrates/other_plank._invertebrates_:_1";"unspecified_zooplankton ; unspecified_algae";2.68;"short and / or deep";"oscillation of median or pectoral fins";NA;11;11;0;NA;NA;NA;20.93;0.020893;2.99;NA;0.68;NA;1;43;24.7;27.2;29.3
