"id";"famille";"genre";"espece";"nom_vernaculaire";"WORMS_AphiID";"Fishbase_URL";"photos";"photo_credit";"description";"Ref_description";"Presence_records";"Ref_presence_record";"presence_mayotte";"presence_geyser_zelee";"presence_zelee_nov15";"Taille_maturite";"Type_taille_maturite";"Ref_taille_maturite";"Taille_max";"Type_taille_max";"Ref_taille_max";"Type_mesure_taille_max";"Ref_taille";"coeff_a";"coeff_b";"Niveau_taxo_coeff";"Type_mesure_coeffab";"Ref_coeff";"Interet_commercial_Mayotte";"Ref_commercial_Mayotte";"Vulnerabilite_peche";"Ref_vulnerabilite_peche";"last_update";"Remarque"
"329";"Naso_thynnoides";"ACANTHURIDAE";"Naso";"thynnoides";"Nason à une épine";NA;NA;"103";NA;"";NA;NA;NA;1;1;1;"24";NA;NA;"40";NA;NA;"FL";NA;"0.0085";"3.25";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"330";"Naso_tuberosus";"ACANTHURIDAE";"Naso";"tuberosus";"Nason à nez bossu";NA;NA;"295";NA;"";NA;NA;NA;1;1;0;"26";NA;NA;"60";NA;NA;"SL";NA;"0.0085";"3.25";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"331";"Naso_unicornis";"ACANTHURIDAE";"Naso";"unicornis";"Nason à éperons bleus";NA;NA;"670,271";NA;"scapel bleu ";NA;NA;NA;1;1;0;"36";NA;NA;"70";NA;NA;"FL";NA;"0.0328";"2.789";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"332";"Naso_vlamingii";"ACANTHURIDAE";"Naso";"vlamingii";"Nason zébré";NA;NA;"80";NA;"";NA;NA;NA;1;1;1;"30";NA;NA;"60";NA;NA;"TL";NA;"0.0085";"3.25";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"333";"Nebrius_ferrugineus";"GINGLYMOSTOMATIDAE";"Nebrius";"ferrugineus";"Requin nourrice";NA;NA;"140";NA;"";NA;NA;NA;1;1;0;"149.7";NA;NA;"320";NA;NA;"TL";NA;"0.0105";"3.065";NA;NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"334";"Nemanthias_carberryi";"SERRANIDAE";"Nemanthias";"carberryi";"Anthias à filaments";NA;NA;"620";NA;"";NA;NA;NA;1;1;0;"8.8";NA;NA;"13";NA;NA;"TL";NA;"0.0134";"3.031";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"335";"Nemateleotris_decora";"MICRODESMIDAE";"Nemateleotris";"decora";"Poisson-fléchette décoré";NA;NA;"";NA;"";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"336";"Nemateleotris_magnifica";"MICRODESMIDAE";"Nemateleotris";"magnifica";"Poisson-fléchette de feu";NA;NA;"272";NA;"";NA;NA;NA;1;1;0;"6.4";NA;NA;"9";NA;NA;"TL";NA;"0.00389";"3.12";NA;NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"337";"Neoglyphidodon_melas";"POMACENTRIDAE";"Neoglyphidodon";"melas";"Demoiselle noire";NA;NA;"480,167";NA;"";NA;NA;NA;1;1;0;"11.8";NA;NA;"18";NA;NA;"TL";NA;"0.0175";"3.212";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"338";"Neoniphon_aurolineatus";"HOLOCENTRIDAE";"Neoniphon";"aurolineatus";"Poisson-écureuil à bandes jaunes";NA;NA;"361";NA;"";NA;NA;NA;1;1;0;"15.7";NA;NA;"25";NA;NA;"TL";NA;"0.0288";"2.867";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"339";"Neoniphon_opercularis";"HOLOCENTRIDAE";"Neoniphon";"opercularis";"Poisson-écureuil à dorsale noire";NA;NA;"360";NA;"centre des ecailles sombre s'aligne en bande logitudinale. Tete et queue rose  dorsale noire";NA;NA;NA;1;1;0;"21.2";NA;NA;"35";NA;NA;"TL";NA;"0.0288";"2.867";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"340";"Neoniphon_sammara";"HOLOCENTRIDAE";"Neoniphon";"sammara";"Poisson-ecureuil tacheté";NA;NA;"168";NA;"robe argenteé point alignés sombres";NA;NA;NA;1;1;0;"26";NA;NA;"32";NA;NA;"TL";NA;"0.0276";"2.888";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"341";"Neopomacentrus_azysron";"POMACENTRIDAE";"Neopomacentrus";"azysron";"Demoiselle à queue jaune";NA;NA;"218,202";NA;"";NA;NA;NA;1;0;0;"5.4";NA;NA;"7.5";NA;NA;"TL";NA;"0.0258";"2.943";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"342";"Neopomacentrus_cyanomos";"POMACENTRIDAE";"Neopomacentrus";"cyanomos";"Demoiselle bordée de jaune";NA;NA;"219";NA;"";NA;NA;NA;1;0;0;"7";NA;NA;"10";NA;NA;"TL";NA;"0.0258";"2.933";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"343";"Neopomacentrus_fuliginosus";"POMACENTRIDAE";"Neopomacentrus";"fuliginosus";"Demoiselle africaine";NA;NA;"570";NA;"";NA;NA;NA;1;0;0;"7.6";NA;NA;"11";NA;NA;"TL";NA;"0.0258";"2.933";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"344";"Neotrygon_kuhlii";"DASYATIDAE";"Neotrygon";"kuhlii";"Raie à taches bleus";NA;NA;"675";NA;"";NA;NA;NA;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"345";"Novaculichthys_taeniourus";"LABRIDAE";"Novaculichthys";"taeniourus";"Labre-rasoir masqué";NA;NA;"444";NA;"";NA;NA;NA;1;1;0;"18.5";NA;NA;"30";NA;NA;"TL";NA;"0.0107";"3.178";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"346";"Odonus_niger";"BALISTIDAE";"Odonus";"niger";"Baliste bleu";NA;NA;"82";NA;"";NA;NA;NA;1;1;1;"21";NA;NA;"35";NA;NA;"FL";NA;"0.0057";"3.393";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"347";"Ostorhinchus _cookii";"APOGONIDAE";"Ostorhinchus";"cookii";"Apogon de Cook";NA;NA;"728";NA;"";NA;NA;NA;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"348";"Ostorhinchus_angustatus";"APOGONIDAE";"Ostorhinchus";"angustatus";"Apogon rayé";NA;NA;"297";NA;"";NA;NA;NA;1;1;0;"8";NA;NA;"11";NA;NA;"TL";NA;"0.0047";"3.78";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"349";"Ostorhinchus_apogonoides";"APOGONIDAE";"Ostorhinchus";"apogonoides";"Apogon à ventre doré";NA;NA;"302";NA;"";NA;NA;NA;1;1;0;"7";NA;NA;"10";NA;NA;"TL";NA;"0.0155";"3.121";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"350";"Ostorhinchus_aureus";"APOGONIDAE";"Ostorhinchus";"aureus";"Apogon à caudale annelée";NA;NA;"305";NA;"";NA;NA;NA;1;1;0;"10";NA;NA;"14.5";NA;NA;"TL";NA;"0.0064";"3.509";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"351";"Ostorhinchus_cyanosoma";"APOGONIDAE";"Ostorhinchus";"cyanosoma";"Apogon à rayures jaunes";NA;NA;"304";NA;"";NA;NA;NA;1;1;0;"6";NA;NA;"8";NA;NA;"TL";NA;"0.0074";"3.563";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"352";"Ostracion_cubicus";"OSTRACIIDAE";"Ostracion";"cubicus";"Poisson-coffre jaune";NA;NA;"551,550";NA;"";NA;NA;NA;1;1;0;"26.5";NA;NA;"45";NA;NA;"TL";NA;"0.1288";"2.519";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"353";"Ostracion_meleagris";"OSTRACIIDAE";"Ostracion";"meleagris";"Poisson-coffre pintade";NA;NA;"490";NA;"";NA;NA;NA;1;1;0;"15.7";NA;NA;"25";NA;NA;"TL";NA;"0.0853";"2.577";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"354";"Oxycheilinus_arenatus";"LABRIDAE";"Oxycheilinus";"arenatus";"Labre à une ligne";NA;NA;"";NA;"";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"355";"Oxycheilinus_digramma";"LABRIDAE";"Oxycheilinus";"digramma";"Vieille à lignes violettes";"277996";"http://www.fishbase.us/summary/SpeciesSummary.php?ID=5599&genusname=Oxycheilinus&speciesname=digramma&AT=Oxycheilinus+digramma&lang=English";"735,293,292,273";NA;"";NA;NA;NA;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"356";"Oxycirrhites_typus";"CIRRHITIDAE";"Oxycirrhites";"typus";"Bécasse à carreaux";NA;NA;"";NA;"";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"357";"Oxymonacanthus_longirostris";"MONACANTHIDAE";"Oxymonacanthus";"longirostris";"Poisson lime à long nez";NA;NA;"222";NA;"";NA;NA;NA;1;1;0;"8.2";NA;NA;"12";NA;NA;"TL";NA;"0.01319";"3";NA;NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"358";"Paracaesio_sordida";"LUTJANIDAE";"Paracaesio";"sordida";"Vivaneaux sordide";NA;NA;"520";NA;"";NA;NA;NA;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;"0.027";"3.033";"Espece";NA;NA;NA;NA;NA;NA;NA;NA
"359";"Paracanthurus_hepatus";"ACANTHURIDAE";"Paracanthurus";"hepatus";"Chirurgien bleu";NA;NA;"274,132";NA;"";NA;NA;NA;1;1;0;"19";NA;NA;"31";NA;NA;"TL";NA;"0.0183";"2.946";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"360";"Paracirrhites_arcatus";"CIRRHITIDAE";"Paracirrhites";"arcatus";"Epervier strié";NA;NA;"126";NA;"";NA;NA;NA;1;1;1;"12.9";NA;NA;"20";NA;NA;"TL";NA;"0.0093";"3.268";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"361";"Paracirrhites_forsteri";"CIRRHITIDAE";"Paracirrhites";"forsteri";"Poisson-faucon à taches de rousseur";NA;NA;"275";NA;"bande qui longe la nagoire dorsale ";NA;NA;NA;1;1;0;"14";NA;NA;"22";NA;NA;"TL";NA;"0.0093";"3.268";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"362";"Paragobiodon_modestus";"GOBIIDAE";"Paragobiodon";"modestus";"";NA;NA;"819";NA;"";NA;NA;NA;0;0;0;"2.8";NA;NA;"3.5";NA;NA;"TL";NA;"0.0264";"2.623";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"363";"Paraluteres_prionurus";"MONACANTHIDAE";"Paraluteres";"prionurus";"Monacanthe à selles noires";NA;NA;"";NA;"";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"364";"Parapercis_hexophtalma";"PINGUIPEDIDAE";"Parapercis";"hexophtalma";"Parapercis ocellé";NA;NA;"556";NA;"";NA;NA;NA;1;1;0;"13.5";NA;NA;"29";NA;NA;"TL";NA;"0.0068";"3.157";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"365";"Parapercis_punctulata";"PINGUIPEDIDAE";"Parapercis";"punctulata";"Parapercis ponctué";NA;NA;"557";NA;"";NA;NA;NA;1;1;0;"8.8";NA;NA;"13";NA;NA;"TL";NA;"0.0133";"2.943";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"366";"Parapriacanthus_ransonneti";"PEMPHERIDAE";"Parapriacanthus";"ransonneti";"Poisson-hachette nain";NA;NA;"553";NA;"";NA;NA;NA;1;1;0;"7";NA;NA;"10";NA;NA;"TL";NA;NA;NA;NA;NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"367";"Parupeneus_barberinus";"MULLIDAE";"Parupeneus";"barberinus";"Surmulet à bande noire";NA;NA;"475,118,94";NA;"";NA;NA;NA;1;1;1;"19.2";NA;NA;"60";NA;NA;"TL";NA;"0.0131";"3.122";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"368";"Parupeneus_cyclostomus";"MULLIDAE";"Parupeneus";"cyclostomus";"Rouget-barbet doré";NA;NA;"471,117,83";NA;"";NA;NA;NA;1;1;1;"29";NA;NA;"50";NA;NA;"TL";NA;"0.0145";"3.13";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"369";"Parupeneus_indicus";"MULLIDAE";"Parupeneus";"indicus";"capucin indien";NA;NA;"716";NA;"";NA;NA;NA;0;0;0;"26.5";NA;NA;"45";NA;NA;"TL";NA;"0.0142";"3.114";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"370";"Parupeneus_macronemus";"MULLIDAE";"Parupeneus";"macronemus";"Rouget à longs barbillons";NA;NA;"741,204,84";NA;"";NA;NA;NA;1;1;1;"23.8";NA;NA;"40";NA;NA;"TL";NA;"0.0052";"3.381";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"371";"Parupeneus_pleurostigma";"MULLIDAE";"Parupeneus";"pleurostigma";"Poisson-chèvre à tache noire";NA;NA;"717,276,187";NA;"";NA;NA;NA;1;1;0;"20.1";NA;NA;"33";NA;NA;"TL";NA;"0.0145";"3.13";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"372";"Parupeneus_trifasciatus";"MULLIDAE";"Parupeneus";"trifasciatus";"Rouget-barbet à deux taches";NA;NA;"121";NA;"";NA;NA;NA;1;1;1;"21.2";NA;NA;"35";NA;NA;"TL";NA;"0.0075";"3.205";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"373";"Pateobatis_fai";"DASYATIDAE";"Pateobatis";"fai";"Raie fouet";NA;NA;"676,344";NA;"";NA;NA;NA;1;1;0;"91.4";NA;NA;"183";NA;NA;"TL";NA;"0.0094";"3.352";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"374";"Pempheris_nesogallica";"PEMPHERIDAE";"Pempheris";"nesogallica";"Poisson-hachette à bordures noires";NA;NA;"554";NA;"";NA;NA;NA;1;1;0;"12.9";NA;NA;"20";NA;NA;"TL";NA;"0.01622";"2.99";NA;NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"375";"Pempheris_schwenkii";"PEMPHERIDAE";"Pempheris";"schwenkii";"Poisson-hachette de Schwenk";NA;NA;"555";NA;"";NA;NA;NA;1;1;0;"10";NA;NA;"15";NA;NA;"TL";NA;NA;NA;NA;NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"376";"Periophthalmus_sp.";"GOBIIDAE";"Periophthalmus";"sp.";"";NA;NA;"830,820";NA;"";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;"0.0264";"2.623";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"377";"Pervagor_janthinosoma";"MONACANTHIDAE";"Pervagor";"janthinosoma";"Poisson lime à barre noire";NA;NA;"534";NA;"";NA;NA;NA;0;1;0;"8.8";NA;NA;"13";NA;NA;"SL";NA;"0.025";"2.946";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"378";"Petroscirtes_mitratus";"BLENIIDAE";"Petroscirtes";"mitratus";"";NA;NA;"773";NA;"";NA;NA;NA;0;0;0;"6.1";NA;NA;"8.5";NA;NA;"TL";NA;"0.0097";"3.016";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"379";"Plagiotremus_rhinorhynchos";"BLENIIDAE";"Plagiotremus";"rhinorhynchos";"";NA;NA;"774";NA;"";NA;NA;NA;0;0;0;"8.2";NA;NA;"12";NA;NA;"SL";NA;"0.0012";"3.792";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"380";"Plagiotremus_tapeinosoma";"BLENIIDAE";"Plagiotremus";"tapeinosoma";"";NA;NA;"743";NA;"";NA;NA;NA;0;0;0;"9.4";NA;NA;"14";NA;NA;"TL";NA;"0.0057";"2.908";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"381";"Platax_orbicularis";"EPHIPPIDAE";"Platax";"orbicularis";"Poule d'eau";NA;NA;"172,144";NA;"deux bandes verticales sombres. La 1er sur l'œil la deuxième sur la pectorale. Pas de tache ronde en arrière des nageoires pelviennes devant l'anale";NA;NA;NA;1;0;1;"29";NA;NA;"50";NA;NA;"TL";NA;"0.0443";"2.951";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"382";"Platax_teira";"EPHIPPIDAE";"Platax";"teira";"Platax à longues nageoires";NA;NA;"206";NA;"tache noire devant l'anale ";NA;NA;NA;1;1;0;"39.1";NA;NA;"70";NA;NA;"TL";NA;"0.0443";"2.951";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"383";"Plectorhinchus_albovittatus";"HAEMULIDAE";"Plectorhinchus";"albovittatus";"Gaterin à deux bandes";NA;NA;"351";NA;"pectorale pelvienne anale noire nagoires pectorales jaunes. ";NA;NA;NA;1;0;1;"53.5";NA;NA;"100";NA;NA;"SL";NA;"0.0197";"2.969";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"384";"Plectorhinchus_gibbosus";"HAEMULIDAE";"Plectorhinchus";"gibbosus";"gaterin noir";NA;NA;"697";NA;"robe gris sombre à noire adulte museau et nageoire dorsale devienne sombre ";NA;NA;NA;0;0;0;"45.9";NA;NA;"75";NA;NA;"TL";NA;"0.0226";"2.962";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"385";"Plectorhinchus_obscurus";"HAEMULIDAE";"Plectorhinchus";"obscurus";"Gaterin géant";NA;NA;"352,136";NA;"plus foncé ";NA;NA;NA;1;1;0;"53.5";NA;NA;"100";NA;NA;"FL";NA;"0.027";"2.885";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"386";"Plectorhinchus_picus";"HAEMULIDAE";"Plectorhinchus";"picus";"Gaterin tacheté";NA;NA;"698,353";NA;"points noirs sur la pectorales les juveniles alternent les zones noires et blanches et des taches noires ";NA;NA;NA;1;1;0;"44.5";NA;NA;"84";NA;NA;"TL";NA;"0.0115";"3.089";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"387";"Plectorhinchus_vittatus";"HAEMULIDAE";"Plectorhinchus";"vittatus";"Gaterin de l'océan Indien";NA;NA;"412,85";NA;"";NA;NA;NA;1;1;1;"40";NA;NA;"72";NA;NA;"SL";NA;"0.0197";"2.969";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"388";"Plectroglyphidodon_dickii";"POMACENTRIDAE";"Plectroglyphidodon";"dickii";"Demoiselle à barre noire";NA;NA;"171";NA;"";NA;NA;NA;1;1;0;"7.6";NA;NA;"11";NA;NA;"TL";NA;"0.0209";"3.191";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"389";"Plectroglyphidodon_imparipennis";"POMACENTRIDAE";"Plectroglyphidodon";"imparipennis";"Demoiselle à l'œil brillant";NA;NA;"572";NA;"";NA;NA;NA;1;1;0;"4.5";NA;NA;"6";NA;NA;"TL";NA;"0.0209";"3.191";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"390";"Plectroglyphidodon_johnstonianus";"POMACENTRIDAE";"Plectroglyphidodon";"johnstonianus";"Demoiselle de Johnston";NA;NA;"277";NA;"";NA;NA;NA;1;1;0;"9.4";NA;NA;"14";NA;NA;"TL";NA;"0.0612";"2.635";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"391";"Plectroglyphidodon_lacrymatus";"POMACENTRIDAE";"Plectroglyphidodon";"lacrymatus";"Demoiselle à points bleus";NA;NA;"278";NA;"";NA;NA;NA;1;0;0;"7";NA;NA;"10";NA;NA;"TL";NA;"0.0209";"3.191";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"392";"Plectroglyphidodon_leucozonus";"POMACENTRIDAE";"Plectroglyphidodon";"leucozonus";"Demoiselle à une seule barre";NA;NA;"574,573";NA;"";NA;NA;NA;1;1;0;"8.2";NA;NA;"12";NA;NA;"TL";NA;"0.0209";"3.191";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"393";"Plectropomus_laevis";"SERRANIDAE";"Plectropomus";"laevis";"Mérou sellé ou léopard";NA;NA;"468,142,141";NA;"cinq selles noires de forme triangulaire ";NA;NA;NA;1;1;1;"65.2";NA;NA;"125";NA;NA;"TL";NA;"0.0059";"3.238";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"394";"Plectropomus_pessuliferus";"SERRANIDAE";"Plectropomus";"pessuliferus";"Mérou loche vagabonde";NA;NA;"621";NA;"";NA;NA;NA;1;1;0;"62.9";NA;NA;"120";NA;NA;"TL";NA;"0.0107";"3.086";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"395";"Plectropomus_punctatus";"SERRANIDAE";"Plectropomus";"punctatus";"Mérou pointillé";NA;NA;"703,460,152";NA;"nageoire pelvienne et anale bordées de bleu";NA;NA;NA;1;1;0;"51.7";NA;NA;"96";NA;NA;"TL";NA;"0.0107";"3.086";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"396";"Pogonoperca_ocellata";"SERRANIDAE";"Pogonoperca";"ocellata";"Poisson-savon";NA;NA;"624";NA;"";NA;NA;NA;0;1;0;"16.9";NA;NA;"27";NA;NA;"TL";NA;"0.0134";"3.031";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"397";"Pomacanthus_imperator";"POMACANTHIDAE";"Pomacanthus";"imperator";"Poisson-ange Empereur";NA;NA;"86";NA;"";NA;NA;NA;1;1;1;"23.8";NA;NA;"40";NA;NA;"SL";NA;"0.0584";"2.718";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"398";"Pomacanthus_semicirculatus";"POMACANTHIDAE";"Pomacanthus";"semicirculatus";"Poisson-ange à demi-cercles";NA;NA;"485";NA;"";NA;NA;NA;1;0;0;"23.8";NA;NA;"40";NA;NA;"SL";NA;"0.0584";"2.718";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"399";"Pomacentrus_baenschi";"POMACENTRIDAE";"Pomacentrus";"baenschi";"Demoiselle de Baensch";NA;NA;"576,575";NA;"";NA;NA;NA;1;1;0;"7";NA;NA;"10";NA;NA;"TL";NA;"0.028";"3.024";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
