"X.sampling_code";"field_code";"date";"time";"country";"site";"code_site";"longitude";"latitude";"Abiotic_code";"Tide_code";"depth";"technique";"project";"remarks"
"118";"MA_CMB_030";"M30";"2019-02-05";"14:20:00";"YT";"Chira_moiba_be";"YT_CMB";44.98254;-12.7242;"NA";"YT_TID_003";100;"rosette";"MAPOR";NA
"119";"MA_CTJ_063";"M63";"2019-02-06";"14:36:00";"YT";"Chira_titi_jossi";"YT_CTJ";44.98848;-12.99657;"NA";"YT_TID_004";12;"rosette";"MAPOR";NA
"120";"MA_CTJ_064";"M64";"2019-02-06";"14:40:00";"YT";"Chira_titi_jossi";"YT_CTJ";44.98822;-12.99651;"NA";"YT_TID_004";30;"rosette";"MAPOR";NA
"121";"MA_CTJ_065";"M65";"2019-02-06";"14:50:00";"YT";"Chira_titi_jossi";"YT_CTJ";44.9879;-12.99662;"NA";"YT_TID_004";50;"rosette";"MAPOR";NA
"122";"MA_CTJ_066";"M66";"2019-02-06";"14:56:00";"YT";"Chira_titi_jossi";"YT_CTJ";44.98739;-12.99686;"NA";"YT_TID_004";92;"rosette";"MAPOR";NA
"123";"MA_DJO_044";"M44";"2019-02-06";"11:14:00";"YT";"Djole";"YT_DJO";44.96275;-12.91583;"NA";"YT_TID_004";13;"rosette";"MAPOR";NA
"124";"MA_DJO_045";"M45";"2019-02-06";"11:17:00";"YT";"Djole";"YT_DJO";44.9619;-12.91594;"NA";"YT_TID_004";36;"rosette";"MAPOR";NA
"125";"MA_DJO_046";"M46";"2019-02-06";"11:22:00";"YT";"Djole";"YT_DJO";44.96141;-12.91576;"NA";"YT_TID_004";70;"rosette";"MAPOR";NA
"126";"MA_DJO_047";"M47";"2019-02-06";"11:28:00";"YT";"Djole";"YT_DJO";44.96056;-12.91559;"NA";"YT_TID_004";110;"rosette";"MAPOR";NA
"127";"MA_GMO_040";"M40";"2019-02-06";"10:40:00";"YT";"Gnouma_moiba";"YT_GMO";44.9536;-12.89555;"NA";"YT_TID_004";9;"rosette";"MAPOR";NA
"128";"MA_GMO_041";"M41";"2019-02-06";"10:42:00";"YT";"Gnouma_moiba";"YT_GMO";44.95355;-12.89576;"NA";"YT_TID_004";31;"rosette";"MAPOR";NA
"129";"MA_GMO_042";"M42";"2019-02-06";"10:48:00";"YT";"Gnouma_moiba";"YT_GMO";44.95254;-12.89671;"NA";"YT_TID_004";50;"rosette";"MAPOR";NA
"130";"MA_GMO_043";"M43";"2019-02-06";"10:58:00";"YT";"Gnouma_moiba";"YT_GMO";44.95178;-12.89712;"NA";"YT_TID_004";90;"rosette";"MAPOR";NA
"131";"MA_GMO_130";"R8.4";"2019-03-08";"14:19:00";"YT";"Gnouma_moiba";"YT_GMO";44.95199;-12.89744;"YT_GMO_001";"YT_TID_011";86;"RUV";"MAPOR";NA
"132";"MA_GMO_131";"R8.3";"2019-03-08";"14:08:00";"YT";"Gnouma_moiba";"YT_GMO";44.9526;-12.89662;"YT_GMO_001";"YT_TID_011";46;"RUV";"MAPOR";NA
"133";"MA_GMO_132";"R8.2";"2019-03-08";"13:59:00";"YT";"Gnouma_moiba";"YT_GMO";44.95345;-12.89564;"YT_GMO_001";"YT_TID_011";27;"RUV";"MAPOR";NA
"134";"MA_GMO_133";"R8.1";"2019-03-08";"13:52:00";"YT";"Gnouma_moiba";"YT_GMO";44.95359;-12.89553;"YT_GMO_001";"YT_TID_011";11;"RUV";"MAPOR";NA
"135";"MA_GMO_152";"R8.5";"2019-03-15";"13:04:00";"YT";"Gnouma_moiba";"YT_GMO";44.95201;-12.89742;"YT_GMO_002";"YT_TID_013";84.5;"RUV";"MAPOR";NA
"136";"MA_GMO_153";"R8.6";"2019-03-15";"13:14:00";"YT";"Gnouma_moiba";"YT_GMO";44.95262;-12.89659;"YT_GMO_002";"YT_TID_013";46;"RUV";"MAPOR";NA
"137";"MA_GMO_154";"R8.7";"2019-03-15";"13:21:00";"YT";"Gnouma_moiba";"YT_GMO";44.9534;-12.8956;"YT_GMO_002";"YT_TID_013";28.9;"RUV";"MAPOR";NA
"138";"MA_GMO_155";"R8.8";"2019-03-15";"13:26:00";"YT";"Gnouma_moiba";"YT_GMO";44.9536;-12.8955;"YT_GMO_002";"YT_TID_013";10.2;"RUV";"MAPOR";NA
"139";"MA_GMO_169";"R8.12";"2019-03-18";"12:48:00";"YT";"Gnouma_moiba";"YT_GMO";44.95359;-12.89548;"YT_GMO_003";"YT_TID_014";12;"RUV";"MAPOR";NA
"140";"MA_GMO_170";"R8.11";"2019-03-18";"12:45:00";"YT";"Gnouma_moiba";"YT_GMO";44.95342;-12.89562;"YT_GMO_003";"YT_TID_014";25;"RUV";"MAPOR";NA
"141";"MA_GMO_171";"R8.10";"2019-03-18";"12:38:00";"YT";"Gnouma_moiba";"YT_GMO";44.95261;-12.89664;"YT_GMO_003";"YT_TID_014";47.6;"RUV";"MAPOR";NA
"142";"MA_GMO_172";"R8.9";"2019-03-18";"12:30:00";"YT";"Gnouma_moiba";"YT_GMO";44.95199;-12.89742;"YT_GMO_003";"YT_TID_014";93;"RUV";"MAPOR";NA
"143";"MA_GMO_199";"R8.13";"2019-03-20";"13:48:00";"YT";"Gnouma_moiba";"YT_GMO";44.95361;-12.89547;"YT_GMO_004";"YT_TID_016";8.6;"RUV";"MAPOR";NA
"144";"MA_GMO_200";"R8.14";"2019-03-20";"13:56:00";"YT";"Gnouma_moiba";"YT_GMO";44.95341;-12.8956;"YT_GMO_004";"YT_TID_016";28.2;"RUV";"MAPOR";NA
"145";"MA_GMO_201";"R8.15";"2019-03-20";"14:04:00";"YT";"Gnouma_moiba";"YT_GMO";44.95261;-12.89661;"YT_GMO_004";"YT_TID_016";47;"RUV";"MAPOR";NA
"146";"MA_GMO_202";"R8.16";"2019-03-20";"14:13:00";"YT";"Gnouma_moiba";"YT_GMO";44.95201;-12.89744;"YT_GMO_004";"YT_TID_016";85;"RUV";"MAPOR";NA
"147";"MA_JOS_058";"M58";"2019-02-06";"13:52:00";"YT";"Jossi";"YT_JOS";44.97791;-12.97081;"NA";"YT_TID_004";13;"rosette";"MAPOR";NA
"148";"MA_JOS_059";"M59";"2019-02-06";"13:55:00";"YT";"Jossi";"YT_JOS";44.97763;-12.97091;"NA";"YT_TID_004";33;"rosette";"MAPOR";NA
"149";"MA_JOS_060";"M60";"2019-02-06";"13:59:00";"YT";"Jossi";"YT_JOS";44.97724;-12.97113;"NA";"YT_TID_004";44;"rosette";"MAPOR";NA
"150";"MA_JOS_061";"M61";"2019-02-06";"14:11:00";"YT";"Jossi";"YT_JOS";44.977;-12.97139;"NA";"YT_TID_004";78;"rosette";"MAPOR";NA
"151";"MA_JOS_062";"M62";"2019-02-06";"14:17:00";"YT";"Jossi";"YT_JOS";44.97651;-12.97136;"NA";"YT_TID_004";100;"rosette";"MAPOR";NA
"152";"MA_JOS_096";"R12.1";"2019-02-28";"10:19:00";"YT";"Jossi";"YT_JOS";44.97702;-12.97109;"YT_JOS_001";"YT_TID_008";65;"RUV";"MAPOR";NA
"153";"MA_JOS_097";"R12.2";"2019-02-28";"10:30:00";"YT";"Jossi";"YT_JOS";44.97782;-12.97073;"YT_JOS_001";"YT_TID_008";12;"RUV";"MAPOR";NA
"154";"MA_JOS_098";"R12.3";"2019-02-28";"10:42:00";"YT";"Jossi";"YT_JOS";44.97769;-12.97082;"YT_JOS_001";"YT_TID_008";24;"RUV";"MAPOR";NA
"155";"MA_JOS_099";"R12.4";"2019-02-28";"10:50:00";"YT";"Jossi";"YT_JOS";44.97724;-12.97093;"YT_JOS_001";"YT_TID_008";42;"RUV";"MAPOR";NA
"156";"MA_JOS_122";"R12.5";"2019-03-08";"08:03:00";"YT";"Jossi";"YT_JOS";44.97786;-12.97072;"YT_JOS_002";"YT_TID_011";12;"RUV";"MAPOR";NA
"157";"MA_JOS_123";"R12.6";"2019-03-08";"08:11:00";"YT";"Jossi";"YT_JOS";44.97768;-12.97081;"YT_JOS_002";"YT_TID_011";27;"RUV";"MAPOR";NA
"158";"MA_JOS_124";"R12.7";"2019-03-08";"08:19:00";"YT";"Jossi";"YT_JOS";44.97724;-12.97111;"YT_JOS_002";"YT_TID_011";43;"RUV";"MAPOR";NA
"159";"MA_JOS_125";"R12.8";"2019-03-08";"08:30:00";"YT";"Jossi";"YT_JOS";44.97663;-12.97156;"YT_JOS_002";"YT_TID_011";90;"RUV";"MAPOR";NA
"160";"MA_JOS_156";"R12.9";"2019-03-15";"14:52:00";"YT";"Jossi";"YT_JOS";44.97779;-12.97073;"YT_JOS_003";"YT_TID_013";11;"RUV";"MAPOR";NA
"161";"MA_JOS_157";"R12.10";"2019-03-15";"14:57:00";"YT";"Jossi";"YT_JOS";44.97767;-12.97081;"YT_JOS_003";"YT_TID_013";25;"RUV";"MAPOR";NA
"162";"MA_JOS_158";"R12.11";"2019-03-15";"15:03:00";"YT";"Jossi";"YT_JOS";44.97722;-12.97107;"YT_JOS_003";"YT_TID_013";42.7;"RUV";"MAPOR";NA
"163";"MA_JOS_159";"R12.12";"2019-03-15";"15:12:00";"YT";"Jossi";"YT_JOS";44.97697;-12.97117;"YT_JOS_003";"YT_TID_013";72;"RUV";"MAPOR";NA
"164";"MA_JOS_173";"R12.13";"2019-03-18";"14:11:00";"YT";"Jossi";"YT_JOS";44.97786;-12.9707;"YT_JOS_004";"YT_TID_014";11;"RUV";"MAPOR";NA
"165";"MA_JOS_174";"R12.14";"2019-03-18";"14:16:00";"YT";"Jossi";"YT_JOS";44.9777;-12.97082;"YT_JOS_004";"YT_TID_014";24.1;"RUV";"MAPOR";NA
"166";"MA_JOS_175";"R12.15";"2019-03-18";"14:23:00";"YT";"Jossi";"YT_JOS";44.97723;-12.97109;"YT_JOS_004";"YT_TID_014";44.2;"RUV";"MAPOR";NA
"167";"MA_JOS_176";"R12.16";"2019-03-18";"14:29:00";"YT";"Jossi";"YT_JOS";44.97699;-12.97114;"YT_JOS_004";"YT_TID_014";69;"RUV";"MAPOR";NA
"168";"MA_JOS_195";"R12.20";"2019-03-20";"12:23:00";"YT";"Jossi";"YT_JOS";44.97784;-12.97068;"YT_JOS_005";"YT_TID_016";9;"RUV";"MAPOR";NA
"169";"MA_JOS_196";"R12.19";"2019-03-20";"12:18:00";"YT";"Jossi";"YT_JOS";44.97723;-12.9708;"YT_JOS_005";"YT_TID_016";21;"RUV";"MAPOR";NA
"170";"MA_JOS_197";"R12.18";"2019-03-20";"12:11:00";"YT";"Jossi";"YT_JOS";44.97723;-12.97106;"YT_JOS_005";"YT_TID_016";41.8;"RUV";"MAPOR";NA
"171";"MA_JOS_198";"R12.17";"2019-03-20";"12:01:00";"YT";"Jossi";"YT_JOS";44.977;-12.97117;"YT_JOS_005";"YT_TID_016";68;"RUV";"MAPOR";NA
"172";"MA_MDZ_053";"M53";"2019-02-06";"13:11:00";"YT";"Mwamba_dziani";"YT_MDZ";44.96697;-12.93975;"NA";"YT_TID_004";12;"rosette";"MAPOR";NA
"173";"MA_MDZ_054";"M54";"2019-02-06";"13:14:00";"YT";"Mwamba_dziani";"YT_MDZ";44.96684;-12.93991;"NA";"YT_TID_004";27;"rosette";"MAPOR";NA
"174";"MA_MDZ_055";"M55";"2019-02-06";"13:18:00";"YT";"Mwamba_dziani";"YT_MDZ";44.96647;-12.94046;"NA";"YT_TID_004";41;"rosette";"MAPOR";NA
"175";"MA_MDZ_056";"M56";"2019-02-06";"13:23:00";"YT";"Mwamba_dziani";"YT_MDZ";44.96613;-12.94042;"NA";"YT_TID_004";71;"rosette";"MAPOR";NA
"176";"MA_MDZ_057";"M57";"2019-02-06";"13:30:00";"YT";"Mwamba_dziani";"YT_MDZ";44.96571;-12.94073;"NA";"YT_TID_004";90;"rosette";"MAPOR";NA
"177";"MA_MFO2_012";"M12";"2019-02-05";"12:17:00";"YT";"Mwamba_foungou_2";"YT_MFO2";44.96877;-12.69394;"NA";"YT_TID_003";10;"rosette";"MAPOR";NA
"178";"MA_MFO2_013";"M13";"2019-02-05";"12:21:00";"YT";"Mwamba_foungou_2";"YT_MFO2";44.96868;-12.69368;"NA";"YT_TID_003";23;"rosette";"MAPOR";NA
"179";"MA_MFO2_014";"M14";"2019-02-05";"12:27:00";"YT";"Mwamba_foungou_2";"YT_MFO2";44.96849;-12.69417;"NA";"YT_TID_003";37;"rosette";"MAPOR";NA
"180";"MA_MFO2_015";"M15";"2019-02-05";"12:30:00";"YT";"Mwamba_foungou_2";"YT_MFO2";44.9681;-12.69441;"NA";"YT_TID_003";41.2;"rosette";"MAPOR";NA
"181";"MA_MFO2_016";"M16";"2019-02-05";"12:33:00";"YT";"Mwamba_foungou_2";"YT_MFO2";44.96781;-12.69463;"NA";"YT_TID_003";44;"rosette";"MAPOR";NA
"182";"MA_MFO2_017";"M17";"2019-02-05";"12:37:00";"YT";"Mwamba_foungou_2";"YT_MFO2";44.96762;-12.69468;"NA";"YT_TID_003";63.6;"rosette";"MAPOR";NA
"183";"MA_MFO2_018";"M18";"2019-02-05";"12:45:00";"YT";"Mwamba_foungou_2";"YT_MFO2";44.96719;-12.69463;"NA";"YT_TID_003";76.1;"rosette";"MAPOR";NA
"184";"MA_MFO2_019";"M19";"2019-02-05";"12:52:00";"YT";"Mwamba_foungou_2";"YT_MFO2";44.96674;-12.69499;"NA";"YT_TID_003";100;"rosette";"MAPOR";NA
"185";"MA_MFO2_020";"M20";"2019-02-05";"13:03:00";"YT";"Mwamba_foungou_2";"YT_MFO2";44.97043;-12.69727;"NA";"YT_TID_003";9;"rosette";"MAPOR";NA
"186";"MA_MFO2_021";"M21";"2019-02-05";"13:06:00";"YT";"Mwamba_foungou_2";"YT_MFO2";44.97021;-12.6974;"NA";"YT_TID_003";24.2;"rosette";"MAPOR";NA
"187";"MA_MFO2_022";"M22";"2019-02-05";"13:09:00";"YT";"Mwamba_foungou_2";"YT_MFO2";44.96996;-12.6976;"NA";"YT_TID_003";42;"rosette";"MAPOR";NA
"188";"MA_MFO2_023";"M23";"2019-02-05";"13:13:00";"YT";"Mwamba_foungou_2";"YT_MFO2";44.96903;-12.69783;"NA";"YT_TID_003";56;"rosette";"MAPOR";NA
"189";"MA_MFO2_024";"M24";"2019-02-05";"13:19:00";"YT";"Mwamba_foungou_2";"YT_MFO2";44.96856;-12.69774;"NA";"YT_TID_003";86;"rosette";"MAPOR";NA
"190";"MA_MHA_031";"M31";"2019-02-05";"14:30:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98372;-12.73275;"NA";"YT_TID_003";10;"rosette";"MAPOR";NA
"191";"MA_MHA_032";"M32";"2019-02-05";"14:36:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98335;-12.73279;"NA";"YT_TID_003";30;"rosette";"MAPOR";NA
"192";"MA_MHA_033";"M33";"2019-02-05";"14:40:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98303;-12.73278;"NA";"YT_TID_003";65;"rosette";"MAPOR";NA
"193";"MA_MHA_034";"M34";"2019-02-05";"14:43:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98177;-12.73246;"NA";"YT_TID_003";80;"rosette";"MAPOR";NA
"194";"MA_MHA_067";"M67";"2019-02-25";"15:48:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98319;-12.7328;"NA";"YT_TID_005";29.8;"rosette";"MAPOR";NA
"195";"MA_MHA_068";"M68";"2019-02-25";"15:52:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98308;-12.73279;"NA";"YT_TID_005";41;"rosette";"MAPOR";NA
"196";"MA_MHA_069";"M69";"2019-02-25";"15:58:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98308;-12.73279;"NA";"YT_TID_005";41;"rosette";"MAPOR";NA
"197";"MA_MHA_070";"M70";"2019-02-25";"16:03:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98283;-12.73277;"NA";"YT_TID_005";62;"rosette";"MAPOR";NA
"198";"MA_MHA_071";"M71";"2019-02-25";"16:08:00";"YT";"Mwamba_harrabou";"YT_MHA";44.983;-12.73281;"NA";"YT_TID_005";62;"rosette";"MAPOR";NA
"199";"MA_MHA_072";"M72";"2019-02-25";"16:19:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98267;-12.73272;"NA";"YT_TID_005";71;"rosette";"MAPOR";NA
"200";"MA_MHA_073";"M73";"2019-02-25";"16:25:00";"YT";"Mwamba_harrabou";"YT_MHA";44.9823;-12.7326;"NA";"YT_TID_005";76;"rosette";"MAPOR";NA
"201";"MA_MHA_074";"M74";"2019-02-25";"16:30:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98182;-12.73248;"NA";"YT_TID_005";79;"rosette";"MAPOR";NA
"202";"MA_MHA_075";"C1";"2019-02-26";"13:20:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98364;-12.7327;"YT_MHA_001";"YT_TID_006";15.1;"RUV";"MAPOR";NA
"203";"MA_MHA_076";"C2";"2019-02-26";"13:34:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98317;-12.73281;"YT_MHA_001";"YT_TID_006";31;"RUV";"MAPOR";NA
"204";"MA_MHA_077";"C3";"2019-02-26";"13:47:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98285;-12.73279;"YT_MHA_001";"YT_TID_006";50;"RUV";"MAPOR";NA
"205";"MA_MHA_078";"C4";"2019-02-26";"14:00:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98186;-12.73243;"YT_MHA_001";"YT_TID_006";81;"RUV";"MAPOR";NA
"206";"MA_MHA_079";"C5";"2019-02-26";"15:37:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98364;-12.73264;"YT_MHA_001";"YT_TID_006";17;"RUV";"MAPOR";NA
"207";"MA_MHA_080";"C6";"2019-02-26";"15:52:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98318;-12.73281;"YT_MHA_001";"YT_TID_006";31.1;"RUV";"MAPOR";NA
"208";"MA_MHA_081";"C7";"2019-02-26";"16:05:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98286;-12.73278;"YT_MHA_001";"YT_TID_006";9.3;"RUV";"MAPOR";NA
"209";"MA_MHA_082";"C8";"2019-02-26";"16:25:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98185;-12.73245;"YT_MHA_001";"YT_TID_006";77;"RUV";"MAPOR";NA
"210";"MA_MHA_083";"C9";"2019-02-27";"10:17:00";"YT";"Mwamba_harrabou";"YT_MHA";44.9818;-12.73248;"YT_MHA_002";"YT_TID_007";82.5;"RUV";"MAPOR";NA
"211";"MA_MHA_084";"C10";"2019-02-27";"10:23:00";"YT";"Mwamba_harrabou";"YT_MHA";44.9831;-12.73279;"YT_MHA_002";"YT_TID_007";65;"RUV";"MAPOR";NA
"212";"MA_MHA_085";"C11";"2019-02-27";"10:33:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98339;-12.73277;"YT_MHA_002";"YT_TID_007";30;"RUV";"MAPOR";NA
"213";"MA_MHA_086";"C12";"2019-02-27";"10:40:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98378;-12.73267;"YT_MHA_002";"YT_TID_007";11;"RUV";"MAPOR";NA
"214";"MA_MHA_087";"C13";"2019-02-27";"12:32:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98179;-12.73249;"YT_MHA_002";"YT_TID_007";80;"RUV";"MAPOR";NA
"215";"MA_MHA_088";"C14";"2019-02-27";"12:47:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98296;-12.73276;"YT_MHA_002";"YT_TID_007";43;"RUV";"MAPOR";NA
"216";"MA_MHA_089";"C15";"2019-02-27";"13:02:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98346;-12.7328;"YT_MHA_002";"YT_TID_007";26;"RUV";"MAPOR";NA
"217";"MA_MHA_090";"C16";"2019-02-27";"13:18:00";"YT";"Mwamba_harrabou";"YT_MHA";44.9837;-12.73265;"YT_MHA_002";"YT_TID_007";12;"RUV";"MAPOR";NA
"218";"MA_MHA_091";"C17";"2019-02-27";"14:45:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98181;-12.73245;"YT_MHA_002";"YT_TID_007";83;"RUV";"MAPOR";NA
"219";"MA_MHA_092";"C18";"2019-02-27";"14:58:00";"YT";"Mwamba_harrabou";"YT_MHA";44.983;-12.73479;"YT_MHA_002";"YT_TID_007";62;"RUV";"MAPOR";NA
"220";"MA_MHA_093";"C19";"2019-02-27";"15:15:00";"YT";"Mwamba_harrabou";"YT_MHA";44.99342;-12.73278;"YT_MHA_002";"YT_TID_007";28;"RUV";"MAPOR";NA
"221";"MA_MHA_094";"C20";"2019-02-27";"15:29:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98373;-12.73267;"YT_MHA_002";"YT_TID_007";10;"RUV";"MAPOR";NA
"222";"MA_MHA_095";"C17bis";"2019-02-27";"14:45:00";"YT";"Mwamba_harrabou";"YT_MHA";44.9829;-12.73795;"YT_MHA_002";"YT_TID_007";80;"RUV";"MAPOR";NA
"223";"MA_MHA_100";"C21";"2019-03-01";"10:07:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98369;-12.7327;"YT_MHA_003";"YT_TID_009";11;"RUV";"MAPOR";NA
"224";"MA_MHA_101";"C22";"2019-03-01";"10:16:00";"YT";"Mwamba_harrabou";"YT_MHA";44.9834;-12.73281;"YT_MHA_003";"YT_TID_009";29.4;"RUV";"MAPOR";NA
"225";"MA_MHA_102";"C23";"2019-03-01";"10:25:00";"YT";"Mwamba_harrabou";"YT_MHA";44.983;-12.73279;"YT_MHA_003";"YT_TID_009";40;"RUV";"MAPOR";NA
"226";"MA_MHA_103";"C24";"2019-03-01";"10:33:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98172;-12.73258;"YT_MHA_003";"YT_TID_009";84;"RUV";"MAPOR";NA
"227";"MA_MHA_104";"C25";"2019-03-01";"10:49:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98181;-12.73246;"YT_MHA_003";"YT_TID_009";79.6;"RUV";"MAPOR";NA
"228";"MA_MHA_105";"C26";"2019-03-01";"12:18:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98369;-12.73268;"YT_MHA_003";"YT_TID_009";14;"RUV";"MAPOR";NA
"229";"MA_MHA_106";"C27";"2019-03-01";"12:30:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98343;-12.73278;"YT_MHA_003";"YT_TID_009";30;"RUV";"MAPOR";NA
"230";"MA_MHA_107";"C28";"2019-03-01";"12:42:00";"YT";"Mwamba_harrabou";"YT_MHA";44.983;-12.73277;"YT_MHA_003";"YT_TID_009";47;"RUV";"MAPOR";NA
"231";"MA_MHA_108";"C29";"2019-03-01";"13:03:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98182;-12.73247;"YT_MHA_003";"YT_TID_009";80;"RUV";"MAPOR";NA
"232";"MA_MHA_109";"C30";"2019-03-01";"14:33:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98372;-12.73268;"YT_MHA_003";"YT_TID_009";12.9;"RUV";"MAPOR";NA
"233";"MA_MHA_110";"C31";"2019-03-01";"14:44:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98342;-12.73277;"YT_MHA_003";"YT_TID_009";30;"RUV";"MAPOR";NA
"234";"MA_MHA_111";"C32";"2019-03-01";"14:58:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98298;-12.73277;"YT_MHA_003";"YT_TID_009";63;"RUV";"MAPOR";NA
"235";"MA_MHA_112";"C33";"2019-03-01";"15:13:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98184;-12.73249;"YT_MHA_003";"YT_TID_009";80;"RUV";"MAPOR";NA
"236";"MA_MHA_113";"C34";"2019-03-07";"08:20:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98186;-12.73242;"YT_MHA_004";"YT_TID_010";77;"RUV";"MAPOR";NA
"237";"MA_MHA_114";"C35";"2019-03-07";"08:30:00";"YT";"Mwamba_harrabou";"YT_MHA";44.983;-12.73273;"YT_MHA_004";"YT_TID_010";44;"RUV";"MAPOR";NA
"238";"MA_MHA_115";"C36";"2019-03-07";"08:36:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98343;-12.73279;"YT_MHA_004";"YT_TID_010";28;"RUV";"MAPOR";NA
"239";"MA_MHA_116";"C37";"2019-03-07";"08:42:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98374;-12.73264;"YT_MHA_004";"YT_TID_010";10;"RUV";"MAPOR";NA
"240";"MA_MHA_117";"C38";"2019-03-07";"09:24:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98184;-12.73248;"YT_MHA_004";"YT_TID_010";81;"RUV";"MAPOR";NA
"241";"MA_MHA_118";"C39";"2019-03-07";"10:21:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98184;-12.73247;"YT_MHA_004";"YT_TID_010";78;"RUV";"MAPOR";NA
"242";"MA_MHA_119";"C40";"2019-03-07";"10:57:00";"YT";"Mwamba_harrabou";"YT_MHA";44.983;-12.73276;"YT_MHA_004";"YT_TID_010";40;"RUV";"MAPOR";NA
"243";"MA_MHA_120";"C41";"2019-03-07";"11:08:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98343;-12.73283;"YT_MHA_004";"YT_TID_010";28;"RUV";"MAPOR";NA
"244";"MA_MHA_121";"C42";"2019-03-07";"11:20:00";"YT";"Mwamba_harrabou";"YT_MHA";44.9837;-12.73271;"YT_MHA_004";"YT_TID_010";10;"RUV";"MAPOR";NA
"245";"MA_MHA_134";"C43";"2019-03-09";"08:59:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98184;-12.73242;"YT_MHA_005";"YT_TID_012";80;"RUV";"MAPOR";NA
"246";"MA_MHA_135";"C44";"2019-03-09";"09:10:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98298;-12.73276;"YT_MHA_005";"YT_TID_012";60;"RUV";"MAPOR";NA
"247";"MA_MHA_136";"C45";"2019-03-09";"09:20:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98349;-12.73272;"YT_MHA_005";"YT_TID_012";24;"RUV";"MAPOR";NA
"248";"MA_MHA_137";"C46";"2019-03-09";"09:24:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98371;-12.73269;"YT_MHA_005";"YT_TID_012";11;"RUV";"MAPOR";NA
"249";"MA_MHA_138";"C47";"2019-03-09";"09:43:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98302;-12.73276;"YT_MHA_005";"YT_TID_012";44;"RUV";"MAPOR";NA
"250";"MA_MHA_139";"C48";"2019-03-09";"10:14:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98185;-12.73244;"YT_MHA_005";"YT_TID_012";77;"RUV";"MAPOR";NA
"251";"MA_MHA_140";"C49";"2019-03-09";"11:40:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98373;-12.73268;"YT_MHA_005";"YT_TID_012";10;"RUV";"MAPOR";NA
"252";"MA_MHA_141";"C50";"2019-03-09";"11:57:00";"YT";"Mwamba_harrabou";"YT_MHA";44.9835;-12.7328;"YT_MHA_005";"YT_TID_012";24;"RUV";"MAPOR";NA
"253";"MA_MHA_142";"C51";"2019-03-09";"12:17:00";"YT";"Mwamba_harrabou";"YT_MHA";44.983;-12.73277;"YT_MHA_005";"YT_TID_012";44;"RUV";"MAPOR";NA
"254";"MA_MHA_143";"C52";"2019-03-09";"12:47:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98187;-12.73243;"YT_MHA_005";"YT_TID_012";76;"RUV";"MAPOR";NA
"255";"MA_MHA_203";"C56";"2019-03-21";"08:56:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98373;-12.73264;"YT_MHA_006";"YT_TID_017";9;"RUV";"MAPOR";NA
